codigo,dist_centro,longitude,latitude,peso,dist_cap
3549102,0,"46,798056","-21,969167",5000,176
3549201,"40,13185","50,378056","-20,389444",2600,521
3549250,"15,040597","50,352222","-20,513333",5940,510
3549300,"15,986792","51,665833","-21,268056",2980,576
3549409,"44,428943","47,854722","-20,581389",2000,352
3549508,"33,641611","47,64","-20,593056",3344,343
3549607,"61,756883","44,577778","-22,645",4100,233
3549706,"55,857341","46,888611","-21,595556",5200,218
3549805,"41,250463","49,379444","-20,819722",5100,414
3549904,"37,962562","45,886944","-23,179444",13900,87
3549953,"70,956181","46,9425","-23,8525",0,46
3550001,"33,184925","45,31","-23,221667",9350,140
3550100,"41,475713","48,570556","-22,731111",3200,218
3550209,"32,387682","47,997222","-23,878333",5780,144
3550308,"66,936772","46,636111","-23,5475",0,0
3550407,"33,535686","47,913889","-22,548611",5435,171
3550506,0,"49,739722","-22,746944",6635,330
3550605,"33,891936","47,135278","-23,529167",805,51
3550704,"82,938664","45,409722","-23,76",137,127
3550803,"69,613477","46,820833","-21,710556",4000,204
3550902,"34,161301","47,550833","-21,479167",1530,248
3551009,"14,17453","46,391944","-23,963056",0,52
3551108,"23,8966","47,824722","-23,640556",3580,122
3551207,"13,23381","49,480278","-23,273056",860,292
3551306,"45,742967","49,921111","-20,655",1750,466
3551405,"46,727717","47,565556","-21,310833",900,266
3551504,"35,640147","47,595556","-21,211389",650,277
3551603,"41,138133","46,700556","-22,612222",800,104
3551702,"50,233427","47,990278","-21,137778",1000,301
3551801,"34,769458","47,925556","-24,387778",1200,161
3551900,"85,130407","48,802778","-20,809444",730,377
3552007,"46,901313","44,852778","-22,664444",6250,207
3552106,"40,125593","46,528889","-22,591389",4600,106
3552205,"61,489432","47,458056","-23,501667",857,84
3552304,"20,146711","50,923889","-20,690833",3098,544
3552403,"23,080285","47,266944","-22,821944",450,103
3552502,"96,197925","46,310833","-23,5425",192,33
3552551,"17,587951","51,024722","-20,501389",2440,565
3552601,"59,378722","49,031667","-20,964167",3200,378
3552700,"15,306856","48,6875","-21,716667",1300,293
3552809,"65,594007","46,791667","-23,626111",0,18
3552908,"29,55145","51,284722","-22,389722",5500,494
3553005,"28,846686","49,408889","-23,451944",2400,283
3553104,"21,9634","48,5125","-21,144444",750,329
3553203,"19,611706","48,451667","-21,123889",420,327
3553302,"47,895279","47,274444","-21,705",3300,214
3553401,0,"49,649167","-20,626389",19600,449
3553500,"69,268395","47,507222","-23,963611",658,100
3553609,"61,419042","46,748611","-21,468333",2900,231
3553658,"15,38861","48,410278","-21,071944",100,329
3553708,"50,862433","48,504722","-21,406111",500,305
3553807,"40,350663","49,244444","-23,533056",1700,266
3553856,"45,701047","48,693056","-23,924444",620,214
3553906,"43,616206","51,559167","-22,3025",1200,524
3553955,"56,510661","50,577222","-22,746667",120,413
3554003,"33,014869","47,856944","-23,355556",8161,127
3554102,0,"45,555278","-23,026389",18106,125
3554201,"16,60894","49,376389","-23,342778",2800,281
3554300,"37,904338","52,1675","-22,5325",4985,578
3554409,"23,66729","48,329722","-20,788889",397,352
3554508,"31,773085","47,714722","-23,101944",1000,121
3554607,"22,812045","49,606667","-23,205278",1890,306
3554656,"31,694811","48,194722","-23,244444",748,163
3554706,"62,923753","48,169167","-22,426111",2100,200
3554755,"7,8990722","48,335556","-22,041667",500,241
3554805,"7,5930926","45,549444","-22,958333",2578,129
3554904,"24,211639","50,890278","-20,235",2344,573
3554953,"21,65333","46,693611","-22,816389",5000,81
3555000,"48,918552","50,513611","-21,934722",2000,437
3555109,0,"51,570556","-21,381111",3500,562
3555208,"41,197823","50,1075","-20,933333",1800,460
3555307,"50,353681","50,476111","-20,051667",4305,555
3555356,"12,903772","49,7175","-21,165556",1100,413
3555406,"41,568533","45,071111","-23,433889",142,160
3555505,"25,733763","49,663056","-22,526667",1332,330
3555604,"54,479165","49,174722","-20,952778",1000,389
3555703,"55,026567","49,897222","-20,887222",1520,447
3555802,"22,637416","50,643056","-20,246111",6022,552
3555901,"46,772943","49,280833","-21,783889",107,335
3556008,"44,521541","49,29","-21,201667",1930,377
3556107,"22,611472","50,0875","-20,422222",3400,497
3556206,"9,8284297","46,995833","-22,970556",200,74
3556305,"26,368911","50,868333","-21,227778",940,506
3556354,"14,900781","46,413611","-22,888889",1500,76
3556404,"75,107984","46,893611","-21,832222",2330,192
3556453,"46,883342","47,026389","-23,603333",0,40
3556503,"41,512521","46,828333","-23,211389",8,42
3556602,"16,849312","49,819444","-22,219722",1000,358
3556701,"16,355394","46,975278","-23,029722",120,67
3556800,"20,752007","48,296944","-20,873056",520,342
3556909,"29,107444","48,629167","-21,170556",100,334
3556958,"37,883844","50,484444","-20,196667",1155,544
3557006,"62,925388","47,437778","-23,546667",1425,82
3557105,"32,446221","49,972778","-20,422778",8730,488
3557154,"55,26737","50,050833","-21,052222",2200,447
3557204,"32,619758","49,709444","-23,038889",380,319
3557303,"71,536723","46,944722","-22,271389",300,145
3599919,0,0,0,0,0
